cloneId	symbol	pDNA.p0.10025	pDNA.p0.10025_10056	pDNA.p0.110625	pDNA.p0.110709	pDNA.p0.110709_10056	pDNA.p0.54_10051	HPAFII_PANCREAS.p5.A	HPAFII_PANCREAS.p5.B	HPAFII_PANCREAS.p5.C	HPAFII_PANCREAS.p5.D
TRCN0000043119	SLC1A5	18	19	25	20	20	21	178	10	39	23
TRCN0000043113	SLC46A2	19	20	12	16	16	19	12	25	27	36
TRCN0000043084	SLCO1A2	33	36	34	41	36	38	23	30	21	29
TRCN0000042926	SLC12A1	20	23	29	19	20	23	7	16	5	5
TRCN0000042825	SLC30A5	9	9	13	11	11	10	4	12	5	18
TRCN0000042861	SLC2A13	25	25	23	26	28	31	23	57	63	30
TRCN0000043401	SLC27A4	13	13	12	15	13	13	70	63	8	29
TRCN0000043478	SLC16A12	14	15	18	16	14	17	4	8	3	2
TRCN0000043691	SLC39A8	12	9	12	10	11	14	5	5	1	2
TRCN0000043794	KCNMB1	14	14	6	18	15	15	4	3	2	1
TRCN0000043929	SCNN1B	12	10	16	14	11	14	1	1	1	2
TRCN0000043944	SLC8A1	19	21	14	21	20	21	27	19	18	14
TRCN0000044058	SLC36A3	8	9	8	11	11	9	12	29	27	5
TRCN0000044225	KCTD8	24	23	13	21	19	23	48	26	39	41
TRCN0000044255	CAB39	12	11	12	15	14	17	11	13	7	6
TRCN0000044262	TRPM3	20	20	28	19	20	21	3	4	4	6
TRCN0000044527	KCTD3	18	16	11	16	16	19	3	4	4	3
TRCN0000044563	SLC35C2	22	21	17	25	24	25	14	59	17	48
TRCN0000044598	SCNN1G	21	20	15	19	19	22	3	3	3	2
TRCN0000044611	KCNJ15	24	25	32	29	27	29	2	1	3	3
TRCN0000044710	SLC38A4	7	8	5	9	7	8	5	1	8	5
TRCN0000044737	SLC9A5	5	6	8	6	6	6	9	4	4	9
TRCN0000044807	SLC38A6	15	16	13	12	14	14	19	13	9	25
TRCN0000044908	KCNC3	15	9	26	15	8	18	3	9	2	5
TRCN0000044965	SLC25A4	9	10	9	10	9	10	23	17	34	15
TRCN0000045021	KCND3	11	10	13	11	12	12	3	21	15	3
TRCN0000045045	KCNE2	12	10	10	13	14	14	41	9	17	18
TRCN0000045064	SLC17A2	12	14	10	10	10	12	1	1	1	1
TRCN0000045117	CACNG3	8	10	7	9	8	9	1	1	3	1
TRCN0000045134	CACNG5	10	11	13	12	13	15	3	3	2	1
TRCN0000045145	SLC4A3	7	6	10	6	7	7	5	8	20	10
TRCN0000045330	TBXAS1	42	43	48	44	44	43	34	31	31	26
TRCN0000045443	CPS1	6	6	5	6	6	6	4	9	6	2
TRCN0000045505	PTGDS	6	6	6	5	6	7	1	1	1	1
TRCN0000045575	DHDDS	16	16	29	19	17	20	1	1	1	1
TRCN0000045630	GLUL	7	7	4	7	8	8	5	1	3	3
TRCN0000045636	YARS	23	19	21	21	19	22	7	10	13	2
TRCN0000045684	MOCS2	2930	2711	2938	2546	2715	1755	235	189	215	182
TRCN0000045775	PAICS	18	19	20	18	19	22	6	4	4	7
TRCN0000045837	HMBS	6	5	4	3	5	7	6	1	5	4
TRCN0000045939	GMPS	16	15	18	15	14	16	20	25	26	20
TRCN0000045963	DUOX2	19	20	17	20	20	23	25	23	60	28
TRCN0000046012	MAOA	8	8	12	9	9	10	7	1	1	4
TRCN0000046071	KDM1A	13	15	9	16	16	17	1	1	13	1
TRCN0000046144	ACOX3	12	11	9	12	12	13	5	6	8	13
TRCN0000046158	GPX7	10	9	11	8	11	12	2	3	4	2
TRCN0000046207	LOXL4	9	9	3	8	8	9	35	3	30	4
TRCN0000046283	COX6B1	8	8	6	7	7	9	3	6	3	6
TRCN0000046290	COX4I1	115	120	91	119	116	129	151	102	83	69
TRCN0000046325	COX7B	9	9	10	9	9	8	14	9	6	10
TRCN0000046339	COX4I1P1	8	3	19	18	4	13	12	9	8	9
TRCN0000046454	MSRA	4	4	5	4	5	6	1	1	1	1
TRCN0000046470	MTHFR	10	10	10	12	11	10	9	34	3	11
TRCN0000046475	TXNRD2	62	62	58	54	59	32	5	1	1	3
TRCN0000046551	AKR1E2	11	9	10	10	11	11	4	8	111	14
TRCN0000046559	RRM2B	9	10	15	12	11	12	3	1	1	1
TRCN0000046638	PRSS22	7	8	8	8	7	8	1	1	1	1
TRCN0000046686	DPEP3	8	6	8	9	7	10	3	4	1	7
TRCN0000046700	IMMP1L	17	18	16	18	17	18	3	5	31	11
TRCN0000046970	ECE2	16	18	19	17	15	20	5	26	5	6
TRCN0000046976	CELA2A	12	14	17	14	13	15	1	2	1	3
TRCN0000047042	PRSS23	34	34	47	40	41	44	108	49	69	56
TRCN0000047187	PLAA	9	9	8	11	8	11	2	36	3	18
TRCN0000047243	FARP1	44	38	3	3	37	47	94	124	97	132
TRCN0000047257	ARHGAP15	18	21	22	22	22	24	31	27	25	31
TRCN0000047303	RRAGA	16	15	19	18	17	21	414	65	108	110
TRCN0000047307	RRAGA	22	18	26	19	21	28	12	30	27	16
TRCN0000047414	ARHGDIB	23	25	14	27	24	24	79	75	192	114
TRCN0000047452	ARHGAP17	34	35	23	33	31	26	295	62	191	68
TRCN0000047465	ARHGEF11	12	12	12	12	12	14	80	13	8	20
TRCN0000047500	RRAD	11	9	7	11	10	10	2	1	7	3
TRCN0000047633	MAGEF1	31	32	22	34	32	34	28	24	88	36
TRCN0000047863	RHOC	30	34	47	37	36	32	15	44	60	15
TRCN0000047868	TRERF1	42	46	39	44	39	53	176	157	141	136
TRCN0000047913	RASD2	22	21	23	22	22	26	6	8	11	12
TRCN0000047919	RALBP1	17	19	19	18	18	18	30	51	33	28
TRCN0000048112	RABL2A	90	89	92	94	93	110	12	30	41	20
TRCN0000048132	RAPGEF1	14	9	17	11	10	18	9	32	5	8
TRCN0000048144	SOS1	55	51	54	59	57	59	1	5	2	2
TRCN0000048182	ARL4C	9	4	17	9	5	13	2	6	10	3
TRCN0000048193	RAB15	34	36	24	34	33	39	42	28	48	93
TRCN0000048360	ARHGAP32	21	21	14	20	21	22	3	4	5	5
TRCN0000048423	CDC42EP3	20	18	6	4	16	22	24	32	22	56
TRCN0000048504	SUCLG2	34	30	22	33	30	35	43	26	47	78
TRCN0000048749	PDE1A	31	32	39	28	29	33	63	40	27	27
TRCN0000048866	PDE7A	31	31	31	30	28	29	21	18	17	14
TRCN0000048930	SIAE	34	32	27	36	33	34	89	30	39	54
TRCN0000049008	SMPD5	19	20	16	19	17	21	43	31	57	45
TRCN0000049051	PGM1	23	24	25	27	24	27	53	22	32	15
TRCN0000049115	LOC441769	27	27	22	29	28	34	9	3	19	42
TRCN0000049132	ECI1	14	12	17	16	15	16	1	2	1	3
TRCN0000049139	DCT	14	15	28	16	14	18	17	41	19	11
TRCN0000049185	MPI	16	17	14	20	19	23	25	2	12	4
TRCN0000049310	HSD3BP2	36	38	46	40	39	44	104	223	170	137
TRCN0000049424	TOP1MT	36	36	43	39	39	44	9	3	19	27
TRCN0000049630	MAN1A2	19	20	16	18	17	20	154	72	58	59
TRCN0000049646	MANBAL	16	11	19	15	15	21	5	6	1	4
TRCN0000049763	EME1	24	23	21	23	24	25	21	35	37	103
TRCN0000049831	TATDN2	38	39	48	42	41	42	58	20	35	55
TRCN0000049849	RNASET2	22	20	23	18	23	28	46	42	52	42
TRCN0000049862	POP7	11	10	8	6	11	11	3	3	3	6
TRCN0000049876	RPP38	30	31	26	30	31	36	23	15	14	9
TRCN0000050095	HINT1	12	11	11	13	12	11	7	19	6	13
TRCN0000050127	ATP8B1	23	24	21	20	22	25	19	25	13	47
TRCN0000050183	DDX60	33	34	44	36	37	36	45	40	43	35
TRCN0000050335	DDX53	8	9	5	8	9	10	54	37	40	19
TRCN0000050557	EPHX2	21	19	22	22	24	27	31	19	5	12
TRCN0000050581	METAP2	5	5	5	7	7	6	1	1	1	1
TRCN0000050805	ADAMTS20	13	5	23	18	7	15	1	1	5	5
TRCN0000050818	GPLD1	21	23	26	21	21	21	9	16	3	10
TRCN0000050861	PPA1	9	9	7	9	9	10	3	1	2	1
TRCN0000050884	LAP3	19	21	20	23	21	22	24	73	67	26
TRCN0000050908	DDX59	17	18	21	17	17	19	88	30	8	5
TRCN0000050975	LOC442428	13	12	16	13	13	15	222	120	61	47
TRCN0000051144	ACP2	21	22	18	22	19	25	4	6	4	2
TRCN0000051235	ADAMTS7	8	6	5	6	7	8	2	8	9	2
TRCN0000051272	PLA2G12A	13	14	13	14	14	15	27	25	22	34
TRCN0000051453	AHCYL1	13	15	12	14	14	17	2	1	1	1
TRCN0000051513	SETX	10	10	6	10	10	11	2	1	1	7
TRCN0000051525	MMP2	4	3	4	5	4	5	5	1	1	3
TRCN0000051676	INPP5B	34	35	26	34	32	37	28	73	22	172
TRCN0000051742	ATP8B2	19	19	20	21	19	21	17	41	60	27
TRCN0000051752	PCSK2	20	22	36	24	24	23	42	15	5	21
TRCN0000051815	SKIV2L	7	6	10	8	7	9	3	2	1	3
TRCN0000052070	MOV10L1	10	9	7	11	10	10	13	15	23	27
TRCN0000052077	NUDT5	8	7	7	9	7	11	3	19	4	3
TRCN0000052159	METAP1D	9	9	9	8	10	11	1	11	1	1
TRCN0000052217	ADAM23	6	7	4	5	6	7	3	1	5	4
TRCN0000052325	SERPINB8	18	16	14	18	17	20	2	39	4	5
TRCN0000052372	SERPINA9	13	13	13	13	13	14	5	8	2	3
TRCN0000052441	TIMP4	12	12	17	13	12	11	12	16	7	20
TRCN0000052458	ECHS1	14	12	19	13	13	18	6	10	11	24
TRCN0000052474	TGDS	29	32	38	35	35	36	5	22	22	9
TRCN0000052572	MOBKL2C	6	6	3	3	6	7	3	7	11	7
TRCN0000052591	PRKCSH	10	9	12	8	9	11	3	3	3	1
TRCN0000052803	LOC400708	7	8	7	7	7	8	6	5	21	2
TRCN0000052869	LOC442368	24	25	32	25	26	31	11	13	31	57
TRCN0000052882	PPP1R1B	16	18	24	21	19	20	2	2	1	2
TRCN0000052972	POLR3C	23	24	20	14	22	27	16	7	10	12
TRCN0000053002	POLQ	11	10	7	9	8	11	4	11	10	44
TRCN0000053026	MED19	12	12	12	13	12	14	1	1	1	2
TRCN0000053064	RAET1J	13	14	15	14	14	16	15	9	12	12
TRCN0000053081	POLN	6	6	4	6	5	6	2	3	14	3
TRCN0000053243	DMD	14	14	11	13	13	13	16	16	17	20
TRCN0000053255	LRP1	18	12	9	5	16	24	1	1	1	2
TRCN0000053346	PCDHGA10	15	17	20	16	16	17	36	13	14	13
TRCN0000053375	LTBP1	20	18	18	16	19	21	2	1	3	3
TRCN0000053389	PDCD6	16	18	11	15	17	19	2	7	5	3
TRCN0000053450	SNTA1	14	13	7	6	12	13	12	13	8	19
TRCN0000053546	MATN2	26	23	25	20	23	25	3	4	5	7
TRCN0000053585	DEF6	11	10	21	12	12	12	37	29	33	48
TRCN0000053653	MYL12B	24	25	22	26	26	28	12	9	10	13
TRCN0000053679	CALB1	20	19	11	21	20	23	4	6	18	4
TRCN0000053732	WDR92	51	55	64	60	54	63	14	18	25	26
TRCN0000053920	CHP	12	13	11	11	11	11	3	5	10	7
TRCN0000053988	EGFLAM	7	8	9	9	9	7	5	12	23	12
TRCN0000054033	CLEC5A	9	10	6	10	11	11	1	1	1	1
TRCN0000054133	GCA	11	11	9	12	12	13	3	11	2	1
TRCN0000055438	EFCAB3	22	21	30	23	23	26	20	46	16	33
TRCN0000055444	PCDH18	14	15	13	16	16	14	10	15	23	88
TRCN0000055609	PCDH20	12	12	12	16	15	14	13	16	24	124
TRCN0000055616	CDH16	14	14	13	12	13	16	15	11	8	4
TRCN0000055748	PCDHA12	19	19	24	21	22	21	4	13	17	15
TRCN0000055969	EDEM2	17	18	20	18	16	21	53	60	72	47
TRCN0000056089	FCN2	15	16	13	15	14	15	22	14	15	49
TRCN0000056138	CABP2	23	22	26	25	24	28	83	27	66	53
TRCN0000056143	ANXA2	23	16	31	13	19	30	3	5	3	5
TRCN0000056270	PLSCR1	16	16	13	16	19	19	25	22	32	16
TRCN0000056275	PCDHA5	20	21	12	19	20	23	7	8	12	12
TRCN0000056329	PCDHGB5	17	18	23	22	21	25	4	2	4	12
TRCN0000056505	RAB11FIP4	11	13	14	16	15	17	1	3	1	1
TRCN0000056555	ACO1	18	22	31	21	18	21	1	2	5	6
TRCN0000056623	TPH1	7	7	8	6	6	6	7	19	3	35
TRCN0000056747	IDO1	12	15	6	15	12	15	5	4	4	3
TRCN0000057042	NOD2	4	4	4	5	5	6	11	2	2	3
TRCN0000057058	SOCS2	9	9	8	10	9	11	6	9	6	4
TRCN0000057146	C4A	6	5	4	5	4	6	2	3	1	8
TRCN0000057172	C6	6	3	10	7	4	11	3	2	3	4
TRCN0000057396	LGALS7	9	8	15	11	9	10	25	131	14	22
TRCN0000057434	KLRAP1	10	11	10	11	11	12	12	17	22	15
TRCN0000057610	CD81	6	7	8	6	7	7	5	2	7	2
TRCN0000057660	TFRC	10	4	20	23	4	16	2	12	4	13
TRCN0000057684	CD96	18	18	15	15	17	21	7	2	4	6
TRCN0000057753	ITGA11	24	24	14	21	20	22	25	57	26	36
TRCN0000057859	CXCL11	25	27	32	30	28	27	3	3	4	2
TRCN0000057901	CCL27	15	19	25	21	20	20	7	11	4	5
TRCN0000057965	CCL20	13	15	15	11	11	15	4	2	3	1
TRCN0000057979	CCL4	16	18	29	20	19	19	11	47	23	17
TRCN0000057986	CXCL13	32	32	33	33	29	37	18	20	49	18
TRCN0000057991	CXCL16	19	19	13	18	18	21	30	84	376	56
TRCN0000058049	CCL17	14	16	17	15	14	11	7	6	9	3
TRCN0000058112	PSMD13	4	4	3	4	4	6	1	1	1	1
TRCN0000058134	SEMA4A	43	42	36	44	41	39	56	74	86	77
TRCN0000058191	IL17RE	12	10	6	5	9	12	2	28	3	1
TRCN0000058226	GH2	18	20	15	18	17	17	7	16	16	19
TRCN0000058300	BMP15	22	24	15	20	21	22	7	11	4	11
TRCN0000058473	FGF12	14	14	12	14	15	15	13	9	54	24
TRCN0000058523	IL13RA2	15	14	14	18	17	15	5	4	2	1
TRCN0000058699	NODAL	10	9	20	12	12	11	1	2	8	2
TRCN0000058750	GDF3	12	13	7	13	12	12	8	6	32	1
TRCN0000058869	IL17RC	4	4	5	5	4	6	5	2	1	3
TRCN0000058899	TNFSF15	6	6	3	6	6	7	1	1	10	1
TRCN0000058949	GDF11	10	10	8	9	9	10	9	5	11	3
TRCN0000059022	IL1RN	6	7	9	5	6	7	3	1	15	2
TRCN0000059038	LIMS1	15	17	14	18	19	18	9	36	20	33
TRCN0000059221	CSF2RB	14	13	10	15	13	17	4	6	8	3
TRCN0000059271	ABCC12	13	12	17	12	12	16	8	20	37	64
TRCN0000059420	RHBG	15	16	21	18	17	16	12	15	10	31
TRCN0000059426	ALB	24	24	28	25	27	27	2	6	4	3
TRCN0000059478	PITPNC1	35	35	43	41	37	43	38	7	7	4
TRCN0000059661	FABP2	30	32	24	33	33	35	160	156	63	122
TRCN0000059835	LCN6	17	19	19	20	21	22	8	10	5	14
TRCN0000059912	RBP5	13	12	10	14	13	14	3	3	4	2
TRCN0000059919	CASC3	17	16	18	17	16	17	10	7	12	4
TRCN0000059944	TRAPPC8	34	38	30	38	34	40	11	42	26	33
TRCN0000059968	MON1B	24	26	27	28	28	26	26	42	31	26
TRCN0000059986	LAPTM4A	16	14	18	13	13	15	20	9	7	13
TRCN0000060083	TTPA	20	21	20	25	22	23	22	43	20	50
TRCN0000060098	TTR	24	24	19	20	20	25	24	36	27	19
TRCN0000060103	ATCAY	18	21	19	21	22	22	33	13	29	40
TRCN0000060293	ABCA5	25	28	26	29	27	29	72	97	38	40
TRCN0000060349	TREML1	19	22	19	21	21	22	4	1	2	3
TRCN0000060414	ROBO1	31	31	34	32	31	34	126	57	53	41
TRCN0000060464	STRAP	9	9	12	9	10	10	4	2	4	7
TRCN0000060650	GPR139	40	38	47	42	41	41	6	5	8	5
TRCN0000060657	NCOR1	14	15	15	15	15	14	12	15	63	7
TRCN0000060744	TBL1XR1	36	38	39	35	33	36	15	13	17	14
TRCN0000060758	FEM1A	21	18	20	20	18	21	3	4	12	5
TRCN0000060782	TREML2	31	33	28	36	36	34	25	10	5	17
TRCN0000061612	CALY	9	9	9	8	8	9	17	5	1	4
TRCN0000061567	BZRAP1	11	13	11	11	11	13	7	3	1	8
TRCN0000061548	PLXND1	17	18	18	20	19	21	5	5	3	8
TRCN0000061505	OR2T2	15	17	19	20	20	18	14	28	35	22
TRCN0000061452	GPR180	21	23	18	21	22	23	24	28	26	29
TRCN0000061445	OR52I2	29	31	30	30	29	36	59	64	43	50
TRCN0000061435	THADA	12	12	10	12	14	14	23	27	46	64
TRCN0000061394	GABRB2	33	35	36	36	34	36	47	23	33	20
TRCN0000061322	UNC5D	20	21	23	22	20	21	5	1	4	4
TRCN0000061280	CLEC12A	22	24	20	25	23	26	62	56	74	86
TRCN0000061214	OR10X1	23	23	24	21	22	23	34	5	28	23
TRCN0000061153	CD302	24	21	16	16	25	31	6	6	9	15
TRCN0000061131	SEMA4F	32	33	36	30	34	41	135	111	89	86
TRCN0000061107	CHRNA4	17	18	21	16	20	18	9	17	23	33
TRCN0000061089	OR7D4	51	51	50	51	48	55	70	179	132	64
TRCN0000061049	OR56A1	29	32	31	30	28	36	3	2	3	1
TRCN0000060992	CHRNA1	23	24	29	22	21	22	19	79	33	59
TRCN0000060983	ILDR1	16	17	24	21	20	19	64	65	25	15
TRCN0000060971	OR2D2	20	19	22	18	18	21	2	1	11	1
TRCN0000060928	ANKRD37	39	40	51	44	44	44	16	22	44	54
TRCN0000061716	KIR2DS3	20	19	21	22	20	20	26	14	30	14
TRCN0000061752	EIF1	21	22	22	22	22	24	18	5	8	5
TRCN0000062012	KLHL4	15	15	17	15	14	17	3	5	4	3
TRCN0000062058	CDK2AP1	8	5	10	6	6	16	2	7	10	3
TRCN0000062094	WNT8B	35	34	36	36	37	40	38	85	40	70
TRCN0000062198	IGFBP5	11	12	10	14	12	13	67	9	25	16
TRCN0000062277	ERVWE1	8	8	8	9	8	8	7	33	9	20
TRCN0000062290	TMEM234	17	17	9	15	14	15	42	30	17	20
TRCN0000062336	FBXL19	13	14	25	17	17	15	6	13	20	9
TRCN0000062342	PRG2	19	21	19	22	23	21	26	19	16	22
TRCN0000062470	EXOC6	11	11	10	11	10	10	10	5	6	20
TRCN0000062591	FAM64A	5	3	6	3	3	7	1	1	1	1
TRCN0000062603	CEP250	22	22	26	27	26	29	28	8	6	6
TRCN0000062657	CTNNA1	16	15	12	18	18	19	4	1	2	2
TRCN0000062662	AGER	19	17	16	20	19	21	31	15	2	10
TRCN0000062709	BID	10	10	7	9	9	11	31	25	35	17
TRCN0000062733	EPC2	19	19	17	13	18	26	3	5	9	5
TRCN0000062739	FAM105A	32	32	23	33	32	33	58	108	88	79
TRCN0000062808	MSI2	18	16	8	8	19	23	4	9	4	2
TRCN0000062925	GPR158	22	24	13	20	19	27	23	34	15	19
TRCN0000062938	TRAM1	33	37	22	34	35	31	65	95	85	67
TRCN0000063026	KIR3DL2	16	15	19	18	18	19	5	4	1	1
TRCN0000063033	GRID1	21	23	23	25	23	23	723	232	216	1033
TRCN0000063049	NCOA7	13	12	15	11	12	17	13	1	2	4
TRCN0000063110	CCDC28A	19	21	34	25	23	26	63	110	53	35
TRCN0000063189	GUCY1B3	15	16	10	12	13	14	10	29	53	22
TRCN0000063323	TAS2R20	13	12	8	10	10	16	1	6	2	1
TRCN0000063391	REEP4	16	14	15	14	13	13	48	20	16	15
TRCN0000063417	ANTXR2	30	31	37	37	36	36	6	1	1	4
TRCN0000063460	OR2G2	20	17	26	21	18	23	1	1	1	1
TRCN0000063473	OR14A16	51	48	47	54	51	59	121	167	92	170
TRCN0000063521	KTN1	15	6	29	24	7	24	8	26	13	15
TRCN0000063530	GRIN2B	29	31	34	33	30	33	10	19	6	18
TRCN0000063657	TSEN34	18	17	27	20	19	21	12	7	29	21
TRCN0000063740	ELAVL3	13	14	13	16	14	17	2	1	1	3
TRCN0000063757	NEFH	15	17	12	18	19	19	23	7	13	22
TRCN0000063817	GPM6B	28	30	40	32	31	34	36	7	10	4
TRCN0000063843	WFS1	21	23	25	22	21	23	55	69	84	31
TRCN0000063861	CRIM1	13	6	12	8	8	16	4	2	1	3
TRCN0000063886	APLP1	19	18	19	21	23	25	22	9	86	7
TRCN0000064023	NDUFA12	26	27	26	24	22	30	64	36	45	86
TRCN0000064103	CYP2C9	8	8	13	9	7	8	10	7	3	2
TRCN0000064111	CYB561D1	20	22	23	19	19	19	1	5	6	1
TRCN0000064121	LYRM2	20	21	25	22	23	27	36	24	76	16
TRCN0000064131	ERP44	19	21	15	22	20	25	6	19	11	12
TRCN0000064145	RFESD	50	54	49	50	48	55	161	106	55	120
TRCN0000064152	DNAJC16	33	32	40	38	35	41	56	106	29	95
TRCN0000064315	CYP19A1	15	15	16	17	16	16	14	12	11	54
TRCN0000064321	PYROXD1	20	21	19	23	23	25	18	4	6	15
TRCN0000064469	CYP2U1	18	19	19	18	18	20	72	36	72	26
TRCN0000064497	FMO9P	13	14	11	9	13	15	2	1	1	1
TRCN0000064510	FMO5	30	33	38	33	31	35	22	37	23	31
TRCN0000064588	CYBB	18	9	22	29	11	26	9	50	22	20
TRCN0000064640	CDCP2	15	15	11	11	14	17	28	31	54	54
TRCN0000064696	PXDNL	70	71	57	62	63	79	16	16	52	45
TRCN0000064729	ME1	30	33	28	31	32	32	57	64	55	64
TRCN0000064747	ZBED1	12	11	14	16	12	16	5	13	8	17
TRCN0000064795	LEPREL1	16	17	15	15	15	19	26	31	24	132
TRCN0000065037	STXBP2	20	19	14	21	18	22	33	48	28	39
TRCN0000065043	KPNA6	23	23	27	24	25	27	377	136	109	201
TRCN0000065049	STX12	27	27	25	29	30	33	12	22	8	9
TRCN0000065140	VPS26A	46	48	45	49	44	45	10	12	7	5
TRCN0000065328	KPNA4	40	39	42	46	45	47	35	29	10	16
TRCN0000070076	Gm5436	12	12	10	12	12	12	26	25	45	28
TRCN0000072284	MCTS1	36	38	33	43	38	44	17	10	18	16
TRCN0000072313	PLG	27	27	25	29	27	27	10	29	46	52
TRCN0000072369	UAP1	23	24	18	21	21	25	25	33	12	12
TRCN0000072401	TUBA4A	8	8	10	8	7	7	3	6	7	5
TRCN0000072448	TNFRSF12A	20	37	25	33	27	24	24	43	40	25
TRCN0000072494	DLEU1	32	29	40	29	27	36	5	31	10	72
TRCN0000072508	IGFBP3	35	29	30	35	33	37	34	19	45	32
TRCN0000072670	FAM167A	19	15	20	22	16	21	22	9	7	10
TRCN0000072701	MRTO4	14	15	21	17	17	18	3	1	1	2
TRCN0000072847	SLC6A19	5	5	5	4	5	6	4	4	6	2
TRCN0000072918	RHOT2	23	24	30	24	22	20	38	63	63	42
TRCN0000072941	AGAP2	15	16	12	10	15	17	37	58	18	37
TRCN0000072987	RPL29	18	20	23	20	19	20	53	61	12	65
TRCN0000073031	MFHAS1	20	20	11	18	20	20	26	16	25	25
TRCN0000073180	UBLCP1	31	31	26	30	30	28	401	312	170	135
TRCN0000073259	RBFOX1	34	36	29	34	31	33	67	77	90	57
TRCN0000073387	DSCAML1	17	18	30	15	17	21	48	33	29	131
TRCN0000073428	IGDCC4	17	17	15	16	15	15	23	10	32	23
TRCN0000073448	KIR3DX1	24	25	26	27	25	27	4	6	12	7
TRCN0000073527	RECK	16	16	15	19	19	19	6	3	7	2
TRCN0000073540	TECTA	17	16	12	17	16	19	14	3	6	20
TRCN0000073594	WFIKKN2	12	8	27	15	9	15	12	7	8	4
TRCN0000073852	ERAP2	16	15	24	11	12	15	20	5	12	15
TRCN0000073883	CPXM2	21	22	25	24	23	26	6	7	12	2
TRCN0000073890	AGBL5	26	26	34	27	26	25	2	4	2	2
TRCN0000073907	AGTPBP1	13	13	9	11	11	14	19	11	24	9
TRCN0000073920	PEPD	10	8	12	14	10	14	26	22	8	18
TRCN0000073938	NAALADL1	12	10	15	11	11	12	13	26	8	67
TRCN0000073950	PGCP	16	16	12	12	12	15	15	11	10	18
TRCN0000073964	STAMBPL1	13	12	15	13	10	13	6	5	5	12
TRCN0000073982	EIF3H	11	13	7	12	11	13	59	109	39	121
TRCN0000074002	CORIN	12	11	7	11	11	13	2	2	1	2
TRCN0000074233	RFC4	14	14	12	15	14	14	1	3	2	4
TRCN0000074271	ASF1A	9	9	9	10	10	9	3	49	18	9
TRCN0000074324	FAM131B	15	16	19	17	17	19	8	19	8	12
TRCN0000074354	SNRPF	32	35	33	33	31	31	36	31	33	24
TRCN0000074366	RALYL	15	14	15	14	13	16	12	27	18	11
TRCN0000074397	INTS3	27	25	18	23	23	30	10	16	14	14
TRCN0000074639	PABPC1	25	24	24	25	29	29	1	1	1	7
TRCN0000074649	U2AF1L4	14	13	17	15	13	14	3	5	15	8
TRCN0000074739	RPS4Y1	11	7	14	8	9	12	2	12	8	6
TRCN0000074753	RPS5	16	19	27	19	17	21	1	1	1	7
TRCN0000074790	EIF2S2	29	31	26	32	31	33	1	1	1	1
TRCN0000074807	EIF3A	21	19	31	24	24	26	1	1	1	1
TRCN0000074833	SRSF10	35	34	26	31	29	35	32	53	70	33
TRCN0000074873	RBM5	17	15	16	18	14	16	26	18	15	35
TRCN0000074892	RBM12	10	10	11	10	10	11	1	1	1	1
TRCN0000074936	RBMS1	35	34	26	32	29	35	104	103	164	95
TRCN0000075073	PRCC	19	16	12	21	17	24	16	14	7	10
TRCN0000075266	DPP9	22	25	23	24	23	27	3	27	6	8
TRCN0000078692	LOC220686	11	11	11	10	10	12	79	10	3	18
TRCN0000078668	FGGY	14	13	11	13	15	17	5	1	1	2
TRCN0000078649	EIF2AK4	20	20	17	20	20	21	35	34	36	20
TRCN0000078520	GGCX	38	38	42	36	37	44	15	19	30	11
TRCN0000078514	ADC	10	10	19	13	13	15	3	6	10	6
TRCN0000078496	OAZ1	6	8	13	9	9	8	3	6	1	2
TRCN0000078483	MLYCD	12	13	12	12	13	14	5	11	3	7
TRCN0000078435	ODC1	17	17	13	18	15	18	4	3	21	7
TRCN0000078331	ADCY2	32	31	25	32	31	38	9	21	30	10
TRCN0000078325	ADCY1	11	12	11	11	11	13	53	52	83	16
TRCN0000078319	GUCY1A2	39	40	32	41	40	46	10	34	16	5
TRCN0000078270	ADSL	21	20	28	26	26	28	23	36	52	67
TRCN0000078184	NAPEPLD	21	21	18	23	24	26	128	78	73	122
TRCN0000078154	YWHAB	13	14	12	13	12	14	9	32	6	24
TRCN0000077939	GLE1	20	20	19	21	22	21	8	3	5	1
TRCN0000077918	C14orf93	5	6	5	7	7	6	9	6	6	1
TRCN0000084015	OTOR	14	15	16	14	15	18	19	9	11	21
TRCN0000083967	EIF2B3	34	33	31	38	35	36	1	1	1	1
TRCN0000083922	MDM1	23	23	27	23	23	24	2	1	1	1
TRCN0000083844	PTHLH	36	34	43	38	37	42	114	42	87	76
TRCN0000083777	GSTP1	25	27	26	30	30	26	98	25	30	27
TRCN0000083667	SGCG	21	22	16	23	22	26	8	31	7	3
TRCN0000083645	TNNT2	33	32	46	46	45	47	30	35	61	29
TRCN0000083541	TYR	53	51	37	52	52	62	199	159	165	86
TRCN0000083535	MYH6	10	11	11	14	11	13	18	11	16	12
TRCN0000083436	DAZL	9	10	13	10	10	10	14	67	20	25
TRCN0000083418	EIF2B4	26	27	18	28	26	31	1	13	4	4
TRCN0000083411	DNAH5	51	53	62	60	59	60	13	13	2	24
TRCN0000083261	RHAG	16	17	25	19	15	18	1	3	9	3
TRCN0000083206	DSPP	17	14	34	22	16	23	8	6	7	7
TRCN0000083158	SPG21	16	16	20	17	15	18	9	7	12	7
TRCN0000083121	XPC	18	20	26	22	22	22	7	1	7	4
